_date_,cpi,cpifbt,deporate_savings,dubaicrude,expenditures,exports,fx_rate,gir,hotel_occupancy,imports,libor_3m,libor_6m,m1_imf,m2_imf,man_avecaputili,man_valnetsales,man_ppi,man_vopi,mrt3,ofw_deployed,peso_euro,peso_sgd,peso_yen,psei,remit,revenues,ricep,sale_app,sale_automotive,sibor_3m,sibor_6m,tbill182_1,tbill364_1,tbill91_1,v_arrival,wpi
1989-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97375,NA,8.40,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102632,NA,8.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114860,NA,8.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86088,NA,8.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122273,NA,8.70,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112946,NA,8.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113989,NA,9.30,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97218,NA,9.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96934,NA,9.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90926,NA,9.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86617,NA,9.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81151,NA,9.30,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92956,NA,9.50,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81120,NA,9.50,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111299,NA,9.20,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153102,NA,9.20,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149258,NA,9.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119405,NA,9.10,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122664,NA,9.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109979,NA,9.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132334,NA,9.60,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201005,NA,9.20,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182858,NA,8.90,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193394,NA,8.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176902,NA,8.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158774,NA,8.90,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198940,NA,8.90,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170870,NA,8.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156720,NA,9.50,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179826,NA,9.60,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200282,NA,10.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178021,NA,10.50,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216945,NA,10.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206479,NA,10.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177374,NA,9.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200655,NA,9.80,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182086,NA,10.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166654,NA,10.11,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182438,NA,10.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193228,NA,10.23,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209373,NA,10.28,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199699,NA,10.34,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204305,NA,11.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199901,NA,11.34,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166310,NA,11.84,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175180,NA,11.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200229,NA,11.48,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196992,NA,11.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-01-01,NA,70.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210110,NA,11.60,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-02-01,NA,70.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168738,NA,11.76,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-03-01,NA,70.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212094,NA,11.69,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-04-01,NA,70.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203983,NA,11.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-05-01,NA,70.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223946,NA,11.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-06-01,NA,70.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250374,NA,11.97,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-07-01,NA,71.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273092,NA,12.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-08-01,NA,72.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333705,NA,13.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-09-01,NA,72.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272507,NA,12.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-10-01,NA,72.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270896,NA,12.60,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-11-01,NA,72.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274113,NA,12.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994-12-01,NA,72.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315189,NA,12.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-01-01,NA,74.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242223,NA,12.43,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-02-01,NA,74.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218049,NA,13.00,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-03-01,NA,74.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328607,NA,12.87,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-04-01,NA,74.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273023,NA,12.91,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-05-01,NA,75.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306555,NA,13.61,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-06-01,NA,75.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355105,NA,14.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-07-01,NA,76.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341468,NA,14.93,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-08-01,NA,77.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390627,NA,18.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-09-01,NA,80.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351839,NA,18.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-10-01,NA,80.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349683,NA,18.13,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-11-01,NA,80.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299342,NA,16.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-12-01,NA,80.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412057,NA,16.21,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-01-01,NA,83.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351280,NA,16.88,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-02-01,NA,83.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297429,NA,17.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-03-01,NA,83.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498049,NA,17.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-04-01,NA,83.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425963,NA,17.70,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-05-01,NA,83.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340511,NA,17.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-06-01,NA,84.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309672,NA,17.69,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-07-01,NA,84.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,518853,NA,17.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-08-01,NA,85.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390149,NA,17.53,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-09-01,NA,85.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251356,NA,17.08,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-10-01,NA,84.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335011,NA,16.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-11-01,NA,84.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230029,NA,15.96,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-12-01,NA,85.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358189,NA,15.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-01-01,NA,85.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538672,NA,15.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-02-01,NA,85.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,558702,NA,16.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-03-01,NA,86.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383832,NA,16.47,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-04-01,NA,86.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398229,NA,16.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-05-01,NA,86.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382604,NA,16.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-06-01,NA,87.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358435,NA,16.47,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-07-01,NA,87.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,469888,NA,16.69,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-08-01,NA,87.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,534056,NA,17.22,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-09-01,NA,87.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,492329,NA,17.06,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-10-01,NA,88.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,528603,NA,16.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-11-01,NA,88.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,506461,NA,16.43,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997-12-01,NA,88.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,590024,NA,16.44,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-01-01,NA,89.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1105343,NA,16.72,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-02-01,NA,90.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,602851,NA,17.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-03-01,NA,91.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,804827,NA,16.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-04-01,NA,91.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,575865,NA,16.88,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-05-01,NA,93.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,577774,NA,16.93,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-06-01,NA,95.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,506507,NA,17.06,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-07-01,NA,95.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451982,NA,17.17,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-08-01,NA,95.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310299,NA,17.42,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-09-01,NA,95.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,619745,NA,17.60,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998-10-01,NA,95.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,642706,NA,17.32,NA,NA,NA,NA,NA,NA,NA,NA,NA
