_date_,cpi,cpifbt,deporate_savings,dubaicrude,expenditures,exports,fx_rate,gir,hotel_occupancy,imports,libor_3m,libor_6m,m1_imf,m2_imf,man_avecaputili,man_valnetsales,man_ppi,man_vopi,mrt3,ofw_deployed,peso_euro,peso_sgd,peso_yen,psei,remit,revenues,ricep,sale_app,sale_automotive,sibor_3m,sibor_6m,tbill182_1,tbill364_1,tbill91_1,v_arrival,wpi
2008-09-01,159.7,158.0,2.1,13.06773,111265,4439,46.6922,40530.28066,63.2,4864,3.1217,3.3368,900.7253331,3639.0025,82.2,153.1,180.7,163.0,12.8490000,120860,67.7857,32.8114,0.4503,2599.520,1332912,89637,30.01,314734,10937,3.1543,3.3489,6.5,6.7,5.6,208167,207.6
2008-10-01,159.1,157.3,2.4,12.80727,101593,3971,48.0252,41395.24433,68.430000000000008,4577,4.0602,3.8784,909.8290951,3655.34875,82.3,152.2,180.6,165.2,13.1039090,109432,63.2089,33.2692,0.4947,2131.140,1434726,92634,28.78,344043.4706,10624,4.0661,3.8888,6.3,6.5,5.6,241809,199.5
2008-11-01,158.2,156.8,2.4,11.76190,113380,3513,49.1862,42120.743,69.23,3482,2.2791,2.6578,918.932857,3690.42875,81.6,131.7,179.7,147.4,12.4296460,106630,63.0894,32.3987,0.5125,1927.010,1311322,109040,28.23,391780.9706,9807,2.2883,2.6656,6.7,7.0,5.6,231129,193.6
2008-12-01,156.7,156.8,2.5,10.12318,116669.7818,2675,48.0942,43250.32167,61.5,3301,1.8293,2.1778,928.036619,3777.88375,81.3,126.3,177.1,142.2,12.1291850,89799,66.2463,32.7302,0.5221,1897.800,1407714,101839.8887,28.13,441736.4771,9885,1.8110,2.1633,6.7,6.4,6.1,301175,189.3
2009-01-01,157.2,158.3,2.7,10.78400,116520,2511,47.2072,43584.73796,64.13389617,3270,1.2147,1.6254,937.1403809,3774.885774,78.1,110.9,172.1,97.1,12.8911660,154006,60.9775,31.2611,0.5232,1923.780,1265515,78466,28.90,238044.7155,8791,1.2212,1.6138,4.9,5.1,4.6,283239.9071,185.9
2009-02-01,158.0,159.3,2.0,10.05200,109958,2506,47.5846,44298.37163,68.89214634,3059,1.2425,1.7565,946.2441429,3778.532024,78.5,106.9,170.5,102.0,12.2264510,98308,61.4044,31.3506,0.4904,1892.090,1320032,80965,31.00,217870.2563,9029,1.2411,1.7490,4.6,5.1,4.6,263036.35154772092,185.1
2009-03-01,158.1,159.9,2.0,12.36826,128567,2907,48.458,45405.27155,64.54464192,3269,1.2667,1.8273,955.3479048,3807.597024,80.7,123.1,170.6,115.1,13.1181430,75892,63.8840,31.8127,0.4983,1887.970,1471482,75928,31.46,303801.5063,10743,1.2628,1.8137,4.7,4.7,4.4,279830.1293254986,184.4
2009-04-01,158.9,160.1,2.5,14.91810,108677,2803,48.2165,46103.16022,64.83269306,3041,1.1062,1.6519,964.4516667,3816.319524,80.7,119.1,171.8,113.9,10.8802460,122871,64.6059,32.8194,0.4993,2055.780,1441741,116581,31.42,321495.2563,9988,1.1151,1.6602,4.5,4.7,4.3,265563.79599216528,186.1
2009-05-01,158.8,160.3,1.9,15.32684,115596,3088,47.5242,46836.45514,65.11407753,3617,0.8150,1.3558,973.5554287,3830.918274,81.4,128.5,172.3,125.0,12.6363630,141836,66.3532,32.7465,0.4909,2285.780,1482175,104212,31.46,373995.2563,10450,0.8275,1.3645,4.5,4.7,4.3,256945.3515477208,188.2
2009-06-01,159.8,160.8,1.9,15.52136,119797,3406,47.9053,47557.20381,61.90907311,4108,0.6207,1.1795,982.6591906,3868.647024,81.5,134.1,174.5,127.8,12.4026470,131235,68.0370,33.3159,0.5032,2477.560,1498737,89550,31.40,348701.5063,10908,0.6406,1.1974,4.6,4.7,4.4,259605.24043660968,193.7
2009-07-01,160.2,161.0,2.0,17.88136,133028,3311,48.146,48214.65623,63.61740203,4026,0.5153,0.9814,991.7629526,3859.397024,81.6,132.7,173.6,131.2,13.4363220,121681,67.6918,33.3479,0.5040,2574.640,1494038,98398,31.16,284970.2563,11597,0.5324,0.9948,4.3,4.5,4.2,279002.4626588318,192.4
2009-08-01,160.5,161.1,1.9,19.36727,116993,3473,48.1607,49308.79365,63.26045316,3617,0.4245,0.8428,1000.866715,3859.155774,81.7,130.7,175.8,130.9,12.6814580,125669,70.2095,33.9390,0.5230,2829.010,1369084,95012,30.75,261957.7563,10575,0.4477,0.8546,4.1,4.3,3.9,259780.79599216512,194.5
2009-09-01,160.8,161.4,2.0,21.83591,128207,3636,48.1394,50029.55232,63.5635043,3670,0.2979,0.6774,1009.970476,3867.874524,82.0,136.3,174.1,139.8,12.6945560,104007,69.3987,33.5817,0.5282,2815.190,1446917,100695,30.33,256926.5063,11304,0.3083,0.6960,4.2,4.4,4.0,230362.0182143874,194.3
2009-10-01,161.7,163.1,2.3,21.26190,114126,3670,46.8513,50894.51599,66.0232221,3808,0.2830,0.5891,1019.074238,3884.220774,82.2,140.4,172.3,146.8,13.3351140,96240,70.7961,34.1504,0.5219,2911.983,1531294,85581,29.94,306657.7563,12761,0.2900,0.6055,4.1,4.4,3.9,251586.57376994288,196.3
2009-11-01,162.7,164.4,1.7,23.04909,102724,3712,47.0324,51620.01466,68.96273699,3626,0.2681,0.5168,1028.1780000000002,3919.300774,82.5,145.0,173.4,149.4,12.6950410,112388,70.1748,33.7803,0.5404,3017.340,1459150,96282,30.20,354395.2563,12702,0.2803,0.5298,4.1,4.5,3.8,260206.46265883172,197.9830991
2009-12-01,163.6,165.0,1.9,23.62850,127550,3312,46.4211,52749.59333,65.026631769999992,3892,0.2530,0.4529,1037.281762,4006.755774,82.7,149.9,173.2,154.5,12.6988830,98445.75228,66.6646,32.9983,0.5059,3041.110,1567875,101541,30.30,404350.7628,13596,0.2642,0.4703,4.1,4.6,3.9,311593.3515477206,NA
2010-01-01,NA,165.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7360120,NA,NA,NA,NA,NA,1372788,NA,30.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01,NA,165.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2810500,NA,NA,NA,NA,NA,1413127,NA,31.07,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3552860,NA,NA,NA,NA,NA,1553492,NA,31.18,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1838520,NA,NA,NA,NA,NA,1520200,NA,31.11,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4633850,NA,NA,NA,NA,NA,1578938,NA,30.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3766550,NA,NA,NA,NA,NA,1623638,NA,30.91,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1622878,NA,NA,NA,NA,NA,1616778,NA,30.87,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1983810,NA,NA,NA,NA,NA,1502887,NA,30.89,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2362510,NA,NA,NA,NA,NA,NA,NA,30.81,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1856310,NA,NA,NA,NA,NA,NA,NA,30.56,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
